1	1	-1	8.0402785251	2.98584477056	5.76133746326	16.0805570502
1	1	0	7.01844382126	20.4877667713	8.98338972698	14.0368876425
0	2	0	7.82670605908	-16.7033211354	12.3567849363	15.6534121182
0	0	2	7.82434168439	-16.3685008583	0.840600886076	15.6486833688
0	2	1	8.75686281182	22.080546945	4.03528247084	17.5137256236
1	1	-2	10.5404496427	11.3569326077	17.05917632	21.0808992854
1	1	1	8.0402785251	-20.408844252	20.4122635156	16.0805570502
0	2	2	11.1019261408	-14.2740000581	7.70616385566	22.2038522816
2	0	-2	14.1437139785	4.92516695395	15.5489996057	28.2874279571
2	0	0	11.7077151676	-11.887793258	15.7544364968	23.4154303352
1	1	-3	13.7667534846	6.03470360078	2.21797753012	27.5335069692
1	1	2	10.5404496427	-9.96829828692	1.58390838835	21.0808992854
1	3	-1	13.7695129142	-20.0547178516	4.9961182463	27.5390258284
1	3	0	13.1838235952	-21.9541300867	3.39297993311	26.3676471905
2	2	-1	14.6954058897	15.2833002365	17.8472760158	29.3908117795
1	3	-2	15.4035516975	15.8407612446	22.2247053116	30.8071033951
1	3	1	13.7695129142	-3.46797124444	1.5055878117	27.5390258284
2	2	-2	16.244594367	-1.90223470855	10.7417731362	32.4891887339
2	2	0	14.1450599055	-1.87780257173	13.4629047897	28.290119811
0	2	3	14.2082039699	-20.3033924942	9.6270045931	28.4164079397
0	4	0	15.8044338449	-3.92050806251	0.608223434553	31.6088676897
1	1	-4	17.3635513905	-15.9453872582	11.3074487736	34.727102781
1	1	3	13.7667534846	1.52524425359	22.698386503	27.5335069692
0	4	1	16.3038886412	-17.4435880285	22.2269230054	32.6077772825
2	2	-3	18.570125661	-4.37174990189	0.191578482459	37.1402513221
2	2	1	14.6954058897	-5.2875351342	6.96007610188	29.3908117795
0	0	4	15.7995651372	3.66163233157	10.4821109994	31.5991302743
1	3	-3	17.8264200975	11.7024171549	21.9400432249	35.6528401951
1	3	2	15.4035516975	-2.86011000957	12.4473157418	30.8071033951
2	0	-4	19.8507637909	-5.08277755265	8.45322970232	39.7015275817
2	0	2	14.1437139785	-15.9483005818	12.3456935455	28.2874279571
0	4	2	17.7270951085	13.8608837429	15.3857941127	35.454190217
3	1	-2	19.8961846049	24.2414836739	2.21456090548	39.7923692097
3	1	-1	18.6171195403	10.6168523386	7.61668787098	37.2342390806
0	2	4	17.723795882	19.5336395308	13.959285382	35.4475917639
2	2	-4	21.460473555	12.037102894	10.0939228017	42.92094711
2	2	2	16.244594367	20.4062909522	20.2023381938	32.4891887339
3	1	-3	21.8885866823	7.75675359615	24.9158957291	43.7771733647
3	1	0	18.1738544872	-20.5598221272	13.7878480549	36.3477089744
2	4	-1	20.2667155964	-10.6693257736	13.6976533323	40.5334311928
1	3	-4	20.8043368196	18.8452724774	22.8700070921	41.6086736393
1	3	3	17.8264200975	-22.7094806534	22.5587162119	35.6528401951
2	4	-2	21.4632833916	1.47569492954	11.3794122747	42.9265667832
1	1	-5	21.1991419956	-10.2642849046	17.4821001467	42.3982839913
2	4	0	19.8547576169	-23.3400703016	17.3991759503	39.7095152337
1	1	4	17.3635513905	19.7386610815	15.4966604107	34.727102781
0	4	3	19.90164793	-11.9678106076	14.0732794231	39.80329586
1	5	-1	21.2048172623	0.501599256373	4.35565766516	42.4096345246
1	5	0	20.808178807	-6.89483150444	9.70979918945	41.616357614
3	1	-4	24.4578043183	-0.397361942341	3.23481089719	48.9156086366
3	1	1	18.6171195403	4.44115530153	1.58619875713	37.2342390806
3	3	-2	23.0185801945	-6.93614322644	22.1932136759	46.0371603889
3	3	-1	21.8904305194	0.532036107255	16.8294548099	43.7808610389
2	4	-3	23.3470088185	2.68233522612	9.31844669979	46.694017637
2	4	1	20.2667155964	6.07215708581	2.60706480811	40.5334311928
1	5	-2	22.3604749046	11.8292200102	1.61767568544	44.7209498092
1	5	1	21.2048172623	-7.31756935961	16.5053152079	42.4096345246
2	2	-5	24.7708347784	22.0866072756	1.65238089898	49.5416695569
2	2	3	18.570125661	-9.3015207706	20.9591000571	37.1402513221
3	3	-3	24.8098195121	-7.32747648083	16.4005287015	49.6196390242
3	3	0	21.5040214274	1.89189405034	16.2578245052	43.0080428547
0	2	5	21.5044725137	2.1210613064	18.5783644214	43.0089450274
1	3	-5	24.1857366042	15.2094559227	21.348787468	48.3714732084
0	4	4	22.6505637811	-21.4983840859	8.73198832172	45.3011275623
1	3	4	20.8043368196	17.1772767324	4.21257439748	41.6086736393
1	5	-3	24.1891498479	-19.9089930021	21.9293238713	48.3782996959
1	5	2	22.3604749046	22.9050921669	22.0260944547	44.7209498092
3	1	-5	27.4932017312	-16.6373067873	18.3209422798	54.9864034623
3	1	2	19.8961846049	3.36251779338	19.1501969843	39.7923692097
2	4	-4	25.8043654766	12.849084711	8.74798354963	51.6087309532
2	4	2	21.4632833916	22.8382087982	21.9293354389	42.9265667832
4	0	-2	25.3446910493	-21.4728967192	21.8851954459	50.6893820985
3	3	-4	27.1693399622	10.7466005754	22.1019146435	54.3386799244
0	6	0	24.1126545026	-3.74717922331	19.223802806	48.2253090051
3	3	1	21.8904305194	8.69376733437	0.763728759887	43.7808610389
2	0	-6	27.1320073755	-9.71790094254	19.8221689314	54.264014751
0	6	1	24.4666738545	1.30897576512	9.53396758813	48.933347709
2	0	4	19.8507637909	20.5676526909	22.1675593321	39.7015275817
1	1	-6	25.2327298961	20.4875490966	12.8930693695	50.4654597921
1	1	5	21.1991419956	0.238957808909	1.93826065458	42.3982839913
4	2	-2	26.6924752762	23.018850156	3.39552137513	53.3849505523
4	0	-4	29.2558166736	-19.6701085735	7.03891772209	58.5116333472
4	0	0	23.9436701088	-22.6602118198	4.34528387976	47.8873402177
0	6	2	25.5067658997	-11.7778159504	2.39952720368	51.0135317993
4	2	-3	28.3129644817	12.3537729133	23.4738753235	56.6259289634
0	0	6	24.1049558962	24.4918518106	20.9550568123	48.2099117924
4	2	-1	25.6869538809	-19.4055751625	10.9959009469	51.3739077619
2	2	-6	28.4205587384	-15.9986281651	4.81951520135	56.8411174768
1	5	-4	26.5885566722	-18.6623505948	11.990191631	53.1771133444
1	5	3	24.1891498479	-13.7790024014	1.18809638964	48.3782996959
2	2	4	21.460473555	-2.70762479999	18.2399940578	42.92094711
3	3	-5	30.0134377568	-19.0040771669	4.92849640695	60.0268755136
2	4	-5	28.7388023461	23.808463196	10.2862557384	57.4776046921
3	3	2	23.0185801945	0.7776640988	4.38810356193	46.0371603889
